Date,Open,High,Low,Close,Volume
2022-01-20,463.29,466.53,459.45,460.97,104412000
2022-01-21,460.25,461.77,455.01,456.77,107768000
2022-01-24,446.89,457.53,445.69,455.69,125176000
2022-01-25,456.65,460.01,454.81,458.61,96884000
2022-01-26,456.49,461.77,450.69,454.21,127504000
2022-01-27,449.29,455.81,444.93,445.81,129644000
2022-01-28,450.53,457.33,450.09,456.85,127484000
2022-01-31,460.09,461.93,457.73,460.65,111584000
2022-02-01,461.97,463.25,460.49,462.97,90932000
2022-02-02,462.81,465.97,459.73,460.05,107036000
2022-02-03,459.25,461.53,455.21,456.53,101148000
2022-02-04,458.29,464.93,457.77,464.45,91652000
2022-02-07,463.17,465.37,461.53,463.29,79392000
2022-02-08,463.17,465.25,462.21,464.81,74764000
2022-02-09,465.81,467.25,464.73,466.77,76188000
2022-02-10,464.61,467.57,459.25,461.13,98044000
2022-02-11,460.37,462.09,457.01,457.41,88852000
2022-02-14,458.49,461.33,456.81,460.41,76020000
2022-02-15,462.33,463.85,460.97,463.13,83424000
2022-02-16,464.49,465.93,463.53,465.25,78200000
2022-02-17,463.37,465.33,460.25,461.81,90060000
2022-02-18,460.85,462.25,457.77,458.29,91756000
2022-02-22,451.77,454.37,446.13,447.09,117224000
2022-02-23,447.69,450.37,444.69,448.57,103292000
2022-02-24,433.73,448.25,424.89,437.41,176228000
2022-02-25,439.45,447.97,437.73,446.53,120048000
2022-02-28,451.89,455.81,449.85,455.21,107140000
2022-03-01,454.57,456.13,451.33,451.97,91468000
2022-03-02,456.53,459.69,455.41,458.85,92200000
2022-03-03,457.13,458.85,454.13,455.53,96284000
2022-03-04,454.33,455.49,450.57,452.57,99036000
2022-03-07,445.85,450.45,440.49,441.85,121716000
2022-03-08,440.37,443.81,433.57,434.69,122704000
2022-03-09,442.37,449.37,441.01,448.21,100544000
2022-03-10,448.69,449.49,445.53,448.09,94972000
2022-03-11,446.77,448.25,443.73,444.89,92472000
2022-03-14,440.33,443.37,437.33,437.37,104632000
2022-03-15,444.61,451.61,443.85,451.13,106400000
2022-03-16,455.65,459.29,453.57,458.21,109940000
2022-03-17,460.61,461.37,458.65,460.61,90400000
2022-03-18,463.25,464.85,461.45,464.21,93588000
2022-03-21,463.53,465.81,462.45,463.69,78552000
2022-03-22,464.09,466.77,462.41,465.45,85772000
2022-03-23,464.85,467.09,463.61,466.53,82520000
2022-03-24,468.09,469.97,466.41,468.97,79216000
2022-03-25,470.97,471.93,469.41,471.21,77100000
2022-03-28,472.37,474.37,471.17,473.61,77680000
2022-03-29,470.81,472.97,466.93,468.69,93656000
2022-03-30,469.57,472.33,469.05,471.57,80376000
2022-03-31,470.41,472.21,469.17,471.29,87412000
2022-04-01,472.49,473.77,471.29,471.97,72844000
2022-04-04,472.61,474.85,471.73,474.09,72364000
2022-04-05,471.25,473.33,467.85,468.53,86496000
2022-04-06,466.05,469.25,463.09,464.21,96668000
2022-04-07,466.73,468.41,465.25,467.81,70404000
2022-04-08,468.85,470.17,467.73,469.77,65464000
2022-04-11,468.73,469.53,465.81,466.61,74196000
2022-04-12,467.21,468.49,464.21,466.29,81596000
2022-04-13,469.93,472.13,469.21,471.93,75940000
2022-04-14,472.53,473.05,470.37,471.45,70080000
2022-04-18,468.89,470.25,467.93,469.73,68080000
2022-04-19,470.21,471.53,466.61,467.33,83732000
2022-04-20,467.45,469.01,465.45,466.85,80140000
2022-04-21,465.81,467.13,462.81,463.49,87372000
2022-04-22,456.33,462.53,455.33,458.57,115288000
2022-04-25,450.85,456.41,447.73,455.17,115928000
2022-04-26,451.81,454.93,443.73,444.29,131276000
2022-04-27,445.05,449.89,444.25,449.37,95304000
2022-04-28,451.05,453.13,449.77,452.93,88728000
2022-04-29,444.53,450.81,439.37,440.33,137080000
2022-05-02,439.81,443.41,436.05,437.69,116876000
2022-05-03,438.13,441.53,435.89,439.09,105568000
2022-05-04,443.65,447.53,441.85,446.05,108936000
2022-05-05,435.65,441.41,428.57,430.81,153308000
2022-05-06,431.01,434.81,427.17,428.85,133664000
2022-05-09,423.29,427.93,414.09,415.65,161564000
2022-05-10,418.49,428.25,414.57,427.81,156684000
2022-05-11,425.33,428.01,419.25,420.29,138864000
2022-05-12,414.77,421.21,409.09,413.21,162056000
2022-05-13,419.77,424.81,418.21,424.29,131072000
2022-05-16,422.69,423.73,418.53,418.97,109312000
2022-05-17,424.37,428.69,422.37,427.89,107988000
2022-05-18,419.25,424.53,413.37,414.13,132820000
2022-05-19,412.89,419.01,409.29,414.57,134164000
2022-05-20,408.65,414.25,402.57,403.33,145632000
2022-05-23,407.65,413.61,407.09,411.93,106680000
2022-05-24,409.81,416.61,407.81,415.81,108496000
2022-05-25,414.85,419.33,413.97,418.61,101312000
2022-05-26,420.61,427.21,420.41,426.37,111348000
2022-05-27,429.73,432.17,428.33,431.57,98288000
2022-05-31,428.61,431.89,426.01,427.25,119484000
2022-06-01,427.73,429.89,426.01,428.93,95604000
2022-06-02,430.21,433.61,426.81,433.21,102848000
2022-06-03,432.05,432.85,428.53,430.21,92216000
2022-06-06,429.97,430.37,426.09,428.97,94528000
2022-06-07,428.81,431.17,427.41,428.41,88664000
2022-06-08,429.01,431.33,426.53,428.81,91920000
2022-06-09,422.09,425.57,418.45,419.17,119920000
2022-06-10,412.01,417.21,407.17,408.53,145124000
2022-06-13,393.93,407.97,389.65,393.57,175304000
2022-06-14,399.77,403.61,396.93,401.41,128980000
2022-06-15,405.01,408.45,400.33,402.61,132096000
2022-06-16,394.13,402.97,387.49,389.09,154452000
2022-06-17,384.25,393.17,379.13,387.93,178908000
2022-06-21,395.69,397.65,392.65,396.49,122012000
2022-06-22,397.97,400.45,395.05,396.13,109452000
2022-06-23,397.05,399.45,394.13,397.37,100624000
2022-06-24,401.61,405.73,400.09,405.49,119708000
2022-06-27,409.69,412.25,408.81,411.61,108108000
2022-06-28,410.37,413.33,407.33,408.25,116512000
2022-06-29,409.61,410.29,405.45,407.49,101532000
2022-06-30,404.69,409.09,399.65,401.73,139656000
2022-07-01,402.97,410.17,401.45,409.81,103496000
2022-07-05,413.69,415.97,411.85,414.65,96812000
2022-07-06,415.01,419.45,413.29,418.41,111064000
2022-07-07,420.81,422.65,418.05,421.73,96596000
2022-07-08,423.53,424.45,421.41,423.85,85896000
2022-07-11,422.05,422.69,418.61,419.37,93720000
2022-07-12,418.69,420.17,415.73,416.05,95560000
2022-07-13,419.53,422.81,417.21,422.45,97192000
2022-07-14,422.29,424.61,420.41,421.69,93896000
2022-07-15,426.45,429.01,424.93,428.77,112584000
2022-07-18,430.61,431.89,428.89,431.61,88184000
2022-07-19,429.93,432.85,426.09,428.01,103192000
2022-07-20,429.93,432.53,428.49,432.05,93988000
2022-07-21,434.21,434.81,431.77,433.41,82620000
2022-07-22,435.17,436.41,433.21,436.13,81472000
2022-07-25,437.61,438.89,436.17,438.57,68764000
2022-07-26,438.49,440.13,437.21,438.81,77796000
2022-07-27,438.61,441.37,430.57,433.01,117512000
2022-07-28,435.05,438.37,434.21,437.25,101104000
2022-07-29,439.05,441.09,437.93,440.25,87232000
2022-08-01,441.41,442.49,439.05,441.97,82504000
2022-08-02,440.97,442.13,438.97,439.73,85892000
2022-08-03,440.37,443.29,440.17,442.85,75280000
2022-08-04,443.85,444.97,442.29,444.33,71108000
2022-08-05,446.85,449.45,445.29,448.69,82080000
2022-08-08,449.65,450.57,448.13,450.13,63652000
2022-08-09,450.49,451.21,448.65,450.77,64636000
2022-08-10,447.41,451.73,445.29,451.33,78320000
2022-08-11,451.97,453.33,451.49,452.49,61484000
2022-08-12,454.09,455.97,453.93,455.89,64684000
2022-08-15,458.25,459.21,457.57,458.77,56912000
2022-08-16,457.69,458.81,454.05,454.33,75284000
2022-08-17,455.97,456.61,454.21,455.37,65616000
2022-08-18,455.77,456.93,454.65,455.49,58020000
2022-08-19,454.13,455.13,451.13,451.73,77924000
2022-08-22,449.41,451.85,447.61,448.25,77728000
2022-08-23,448.97,450.13,447.09,447.53,68652000
2022-08-24,448.81,449.33,446.69,447.13,64484000
2022-08-25,449.13,451.85,448.25,451.65,59600000
2022-08-26,446.97,451.25,440.25,440.89,89596000
2022-08-29,441.77,443.73,439.93,440.45,75364000
2022-08-30,441.45,442.33,438.05,438.97,83476000
2022-08-31,439.65,441.61,437.93,438.05,94828000
2022-09-01,439.61,441.89,437.65,439.05,79048000
2022-09-02,432.41,437.81,430.89,431.49,104012000
2022-09-06,430.09,433.77,426.05,429.69,107600000
2022-09-07,433.65,435.21,430.01,432.05,92828000
2022-09-08,435.65,437.21,433.81,435.61,86196000
2022-09-09,434.57,437.37,429.29,431.09,103204000
2022-09-12,431.89,436.93,430.33,436.73,92588000
2022-09-13,426.65,435.13,418.37,418.69,160116000
2022-09-14,422.61,425.37,420.53,424.25,103828000
2022-09-15,425.17,425.97,421.89,422.69,102720000
2022-09-16,420.05,422.05,416.61,419.09,137424000
2022-09-19,422.41,423.09,419.85,421.29,103080000
2022-09-20,422.85,424.29,420.49,421.45,102840000
2022-09-21,420.97,422.17,418.17,418.49,98288000
2022-09-22,414.89,419.01,412.73,413.05,115036000
2022-09-23,409.49,410.97,405.37,406.73,124360000
2022-09-26,404.25,410.41,402.33,404.77,127492000
2022-09-27,406.77,412.01,405.69,411.49,104256000
2022-09-28,405.93,409.93,401.37,402.89,128344000
2022-09-29,403.57,404.49,397.37,398.21,121300000
2022-09-30,395.53,398.53,391.65,393.73,145876000
2022-10-03,397.41,401.61,396.13,401.45,104612000
2022-10-04,410.25,412.49,408.93,411.97,119412000
2022-10-05,410.45,413.69,408.85,411.81,104524000
2022-10-06,409.25,410.73,405.65,406.17,111388000
2022-10-07,397.05,402.49,393.61,394.33,148460000
2022-10-10,393.09,396.45,391.25,394.65,117076000
2022-10-11,394.93,396.09,390.85,392.09,110764000
2022-10-12,394.97,398.57,393.85,396.21,107532000
2022-10-13,387.29,397.89,378.09,394.41,193236000
2022-10-14,391.97,393.93,388.45,390.61,120000000
2022-10-17,396.97,400.49,395.97,399.85,108904000
2022-10-18,400.05,403.73,399.73,402.21,102540000
2022-10-19,402.33,403.37,400.33,401.65,92896000
2022-10-20,402.93,404.65,400.37,401.93,91916000
2022-10-21,402.33,404.25,397.77,398.37,114520000
2022-10-24,402.93,406.17,401.41,405.77,95124000
2022-10-25,406.65,410.09,403.45,410.05,122068000
2022-10-26,410.65,412.45,409.57,411.53,92436000
2022-10-27,411.45,413.13,409.61,411.49,104816000
2022-10-28,413.93,415.17,412.25,414.69,88640000
2022-10-31,414.49,416.65,413.85,415.21,95780000
2022-11-01,416.05,417.01,413.93,415.05,94872000
2022-11-02,408.21,410.93,405.73,407.69,125500000
2022-11-03,407.97,410.21,406.93,408.41,102124000
2022-11-04,403.53,407.09,399.85,400.37,139700000
2022-11-07,405.77,409.53,404.81,408.97,105532000
2022-11-08,409.69,410.21,407.49,409.17,86652000
2022-11-09,408.69,409.61,406.13,408.29,98380000
2022-11-10,415.41,422.77,415.29,422.41,147904000
2022-11-11,428.61,429.37,424.89,428.69,131176000
2022-11-14,428.37,429.57,426.65,427.61,96220000
2022-11-15,432.21,434.65,431.77,433.85,107404000
2022-11-16,433.41,434.13,431.29,432.49,85148000
2022-11-17,431.81,433.25,429.77,430.89,89036000
2022-11-18,432.29,433.33,430.97,432.61,73964000
2022-11-21,433.33,434.85,432.33,433.49,68232000
2022-11-22,434.49,436.69,434.13,435.97,67300000
2022-11-23,436.85,439.25,436.49,438.97,87872000
2022-11-25,439.45,439.89,438.33,439.05,37800000
2022-11-28,438.45,439.65,436.89,437.61,71752000
2022-11-29,437.09,438.97,436.25,438.49,72244000
2022-11-30,442.53,445.73,441.01,445.53,119172000
2022-12-01,445.69,448.21,442.53,447.97,108200000
2022-12-02,445.97,449.17,441.61,443.49,122572000
2022-12-05,440.41,444.17,438.45,443.61,99784000
2022-12-06,442.85,443.77,439.93,440.37,88668000
2022-12-07,440.61,442.25,438.53,439.29,90304000
2022-12-08,440.29,442.45,438.81,442.21,81776000
2022-12-09,441.37,443.69,440.89,442.85,81672000
2022-12-12,443.65,445.97,443.29,445.73,81444000
2022-12-13,434.49,439.25,428.37,429.05,165476000
2022-12-14,432.53,435.09,429.81,432.21,106752000
2022-12-15,433.97,435.01,428.57,429.65,120976000
2022-12-16,428.09,429.89,425.13,427.89,159944000
2022-12-19,427.65,429.49,424.17,424.85,123224000
2022-12-20,425.37,427.81,421.25,423.33,121876000
2022-12-21,424.93,428.69,423.13,427.57,103880000
2022-12-22,420.61,426.53,418.97,420.69,125652000
2022-12-23,424.05,427.29,423.65,426.65,77148000
2022-12-27,424.69,425.73,422.13,422.33,77416000
2022-12-28,422.09,422.93,418.45,419.33,85364000
2022-12-29,421.21,422.25,418.69,422.01,92712000
2022-12-30,422.69,423.25,421.33,421.89,77632000
2023-01-03,421.85,422.69,418.81,421.45,93908000
2023-01-04,425.65,427.25,423.49,426.61,104232000
2023-01-05,426.29,428.05,424.37,425.81,84520000
2023-01-06,423.85,431.41,423.37,431.33,132408000
2023-01-09,431.65,432.81,429.93,431.85,88816000
2023-01-10,432.61,434.49,431.49,432.49,90588000
2023-01-11,434.45,435.85,433.09,435.45,82880000
2023-01-12,435.89,437.69,434.61,437.65,84420000
2023-01-13,438.21,438.69,436.53,437.33,77224000
2023-01-17,436.33,437.65,435.13,436.01,79592000
2023-01-18,437.89,441.13,437.25,440.77,96032000
2023-01-19,442.29,443.09,440.93,442.73,86148000
2023-01-20,441.29,443.77,438.53,439.21,104644000
2023-01-23,442.25,444.09,441.13,443.85,78456000
2023-01-24,443.25,445.09,443.05,444.77,76052000
2023-01-25,446.61,448.69,444.69,448.01,100012000
2023-01-26,448.85,449.37,447.33,449.17,75296000
2023-01-27,449.53,450.93,448.45,449.21,85472000
2023-01-30,449.05,450.33,448.49,449.97,69968000
2023-01-31,449.73,451.21,449.33,450.41,92656000
2023-02-01,451.21,453.05,450.29,453.01,92288000
2023-02-02,445.93,449.85,439.45,441.73,138104000
2023-02-03,441.33,445.65,433.73,434.57,152012000
2023-02-06,437.69,442.61,437.33,441.33,102420000
2023-02-07,443.73,444.97,441.93,443.25,92948000
2023-02-08,444.25,445.17,442.81,444.29,83548000
2023-02-09,442.61,445.13,438.69,440.25,103836000
2023-02-10,440.81,442.57,439.33,440.77,87368000
2023-02-13,440.77,442.89,439.97,442.13,75740000
2023-02-14,443.49,444.33,439.01,439.89,96672000
2023-02-15,439.25,442.69,435.93,437.33,113636000
2023-02-16,435.93,438.77,430.77,431.65,126588000
2023-02-17,432.77,435.29,432.01,434.61,87636000
2023-02-21,435.89,439.05,434.97,438.33,84064000
2023-02-22,437.85,438.89,436.25,436.65,81544000
2023-02-23,437.45,438.57,435.61,437.81,76036000
2023-02-24,435.53,438.57,434.25,436.45,88120000
2023-02-27,437.77,439.65,436.85,439.29,71448000
2023-02-28,438.09,438.53,436.05,437.29,83260000
2023-03-01,437.93,441.33,437.29,440.85,82868000
2023-03-02,441.17,442.69,439.49,440.17,87480000
2023-03-03,439.93,440.45,436.29,436.77,94892000
2023-03-06,435.29,437.25,433.73,434.25,93784000
2023-03-07,434.89,437.13,433.93,436.33,84984000
2023-03-08,433.57,434.21,429.09,429.57,121808000
2023-03-09,431.09,434.29,430.69,433.89,102764000
2023-03-10,429.65,431.65,424.45,426.49,127324000
2023-03-13,417.73,425.65,411.93,423.33,158168000
2023-03-14,426.81,433.25,425.89,432.25,136900000
2023-03-15,434.81,439.69,432.77,436.65,131252000
2023-03-16,440.97,445.81,440.61,444.93,117724000
2023-03-17,445.97,446.81,444.01,445.77,129756000
2023-03-20,447.61,449.49,446.09,448.81,84816000
2023-03-21,450.93,452.37,449.49,451.57,90908000
2023-03-22,451.09,452.93,449.33,450.13,90328000
2023-03-23,451.81,453.93,450.93,452.97,88988000
2023-03-24,453.97,454.81,451.37,452.61,84548000
2023-03-27,453.53,454.69,452.49,453.81,65676000
2023-03-28,454.33,455.13,453.41,454.97,66196000
2023-03-29,456.09,458.45,455.61,457.93,85188000
2023-03-30,457.17,458.09,455.93,456.81,79508000
2023-03-31,455.81,457.97,455.37,457.09,85064000
